,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
21,-15.326963,-20.314718,44.220715,-10.4357605,-13.515342,-2.9137702,-5.8799295,-7.7764187,12.418864,28.47713,15.495869,-7.402887,3.0158057,-18.918337,5.423778,-9.569644
22,-15.396731,-20.137117,44.18368,-10.383259,-13.657675,-3.0193455,-5.8305182,-7.7567573,12.282207,28.498814,15.579261,-7.3809595,2.8314207,-18.841557,5.526296,-9.546513
23,-5.2534103,-39.569237,35.303364,-11.671185,2.3215103,3.45805,-24.10674,2.850955,23.955639,17.926487,8.69107,-7.1569057,22.969534,-21.801743,1.0859517,-2.335624
24,-13.872351,-24.747574,45.443913,-8.849894,-13.460601,-7.292782,-9.011952,-8.104517,15.574351,27.23728,16.067188,-12.907808,4.947553,-24.516886,8.756503,-15.251375
25,-15.233673,-20.9476,44.40754,-10.3368845,-14.266482,-3.1817987,-6.665466,-7.134712,13.123738,28.461664,16.590286,-7.735522,2.8162951,-19.075052,5.6170187,-9.365147
26,-15.222775,-20.859589,44.180527,-10.107742,-14.464108,-3.1207147,-6.6055126,-6.63352,13.13723,28.32894,16.765629,-7.4552317,2.6908414,-18.838385,5.528583,-8.865092
27,-14.321626,-24.149961,45.590816,-12.074023,-14.106972,-0.19917506,-8.450797,-6.2622247,16.693394,28.81412,18.040924,-7.5420885,4.830362,-18.918055,2.9124515,-7.82119
28,-15.359004,-19.63647,43.439087,-11.011545,-13.008996,-3.230069,-6.6824055,-8.584443,11.393497,28.288412,15.205203,-7.497532,2.7180824,-18.322878,6.030458,-9.834286
29,-15.43647,-20.145224,44.434647,-10.576552,-13.567823,-2.7027786,-5.547281,-8.020524,12.37748,28.682346,15.457898,-7.309653,2.9304066,-18.839054,5.219224,-9.609344
30,-15.9129,-22.995647,45.657833,-11.711325,-13.462931,-4.641307,-9.811535,-8.645849,13.04732,28.851278,16.762976,-9.400034,3.8488522,-20.386858,7.20666,-11.388456
31,-15.403943,-20.052591,44.287773,-10.148626,-13.691419,-3.0683308,-5.272386,-7.8676805,12.350322,28.448288,15.40056,-7.4819303,2.8254557,-19.056034,5.3982706,-9.859494
32,-15.728924,-20.200863,44.248756,-10.156947,-13.530526,-3.3026378,-5.7347608,-7.6464214,11.952274,28.401917,15.338133,-7.220949,2.9387774,-18.914633,5.661431,-9.557174
33,-14.568664,-23.13921,44.05231,-9.065879,-13.865182,-6.2958183,-9.197634,-6.6727676,13.906284,27.134989,16.629091,-10.399991,3.8376596,-21.724422,8.225573,-11.927239
34,-15.495099,-20.130514,44.410374,-10.396142,-13.540407,-2.8644664,-5.4439564,-7.9420266,12.277862,28.605726,15.344874,-7.3032656,2.9509053,-18.929625,5.315249,-9.666539
35,-15.438955,-19.628609,43.310482,-10.781908,-13.052125,-3.4693096,-6.705543,-8.373633,11.259391,28.131002,15.197913,-7.462852,2.681347,-18.33582,6.1829824,-9.790092
