CHEMBLID,smiles,ido_ic50,tdo_ic50
221,CHEMBL4283957,Nc1oc2cnccc2c1Nc1cccc(Cc2ccccc2)c1,1000.0,2000.0
222,CHEMBL4284003,Nc1oc2cnccc2c1Nc1ccccc1Cl,1000.0,2000.0
223,CHEMBL4284116,Cc1cc(Br)ccc1Nc1c(N)sc2ccccc12,1000.0,2000.0
224,CHEMBL4284125,COc1cc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)ccn1,200.0,500.0
225,CHEMBL4284269,Cc1cc(C)cc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)c1,200.0,500.0
226,CHEMBL4284439,CC(C)c1nccc2c(Nc3ccc(F)c(Cl)c3)c(N)oc12,200.0,500.0
227,CHEMBL4284457,CNC(=O)c1cc(-c2nccc3c(Nc4cccc(C(F)(F)F)c4)c(N)oc23)ccn1,200.0,2000.0
228,CHEMBL4284563,COc1cc2c(Nc3ccc(F)c(Cl)c3)c(N)oc2c(I)n1,200.0,2000.0
229,CHEMBL4284584,Nc1oc2c(N(c3ccccc3)c3ccccc3)nccc2c1Nc1ccc(F)c(Cl)c1,200.0,2000.0
230,CHEMBL4284608,Nc1oc2c(-c3ccnc(C(=O)Nc4ccccn4)c3)nccc2c1Nc1ccc(F)c(Cl)c1,200.0,2000.0
231,CHEMBL4284653,Nc1oc2cnc(F)cc2c1Nc1ccccc1Cl,200.0,500.0
232,CHEMBL4284726,COc1cncc2oc(N)c(Nc3ccc(F)c(Cl)c3)c12,1000.0,500.0
233,CHEMBL4285043,Nc1oc2c(C3CCCCC3)nccc2c1Nc1ccc(F)c(Cl)c1,200.0,500.0
234,CHEMBL4285062,O=C1c2ccccc2C(=O)c2c1nc(-c1ccncc1)n2Cc1cccc(Cl)c1,3300.0,100000.0
235,CHEMBL4285144,Nc1oc2cnccc2c1Nc1cccc(I)c1,200.0,500.0
236,CHEMBL4285170,Cc1cc(-c2nccc3c(Nc4cccc(Cl)c4)c(N)oc23)ccn1,200.0,500.0
237,CHEMBL4285274,Nc1oc2c(-c3ccncc3)nccc2c1Nc1cccc(Cl)c1,200.0,500.0
238,CHEMBL4285433,CCCCNC(=O)c1cc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)ccn1,200.0,2000.0
239,CHEMBL4285529,Nc1oc2c(-c3ccccc3)nccc2c1Nc1cccc(C(F)(F)F)c1,200.0,2000.0
240,CHEMBL4285571,Cc1cc(-c2nccc3c(Nc4cc(Cl)ccc4F)c(N)oc23)ccn1,200.0,2000.0
241,CHEMBL4285660,Nc1oc2c(-c3ccnc(C(=O)NCCN4CCOCC4)c3)nccc2c1Nc1ccc(F)c(Cl)c1,200.0,500.0
242,CHEMBL4285752,O=C1c2ccccc2C(=O)c2sc(-c3ccncc3)nc21,26.2,1600.0
243,CHEMBL4285852,COc1cc2c(Nc3ccc(F)c(Cl)c3)c(N)oc2c(C)n1,200.0,500.0
244,CHEMBL4285861,Nc1oc2c(-c3ccncc3)nccc2c1Nc1ccccc1Cl,200.0,500.0
245,CHEMBL4285874,Nc1oc2c(I)nccc2c1Nc1ccc(F)c(Cl)c1,200.0,500.0
246,CHEMBL4285928,Nc1oc2cnccc2c1Nc1cc(F)c(F)c(Br)c1,1000.0,2000.0
247,CHEMBL4286058,CCc1nccc2c(Nc3cccc(C(F)(F)F)c3)c(N)oc12,200.0,500.0
248,CHEMBL4286206,O=C1Nc2ccccc2/C1=N/c1ccccc1Br,1240.0,46240.0
249,CHEMBL4286322,Nc1oc2cnccc2c1Nc1ccc(Cl)c(Cl)c1Cl,1000.0,2000.0
250,CHEMBL4286481,O=C(N[C@@H](CC1C(=O)Nc2ccccc21)C(=O)O)OCc1ccccc1,1280.0,27200.0
251,CHEMBL4286487,N#Cc1nccc2c(Nc3ccc(F)c(Cl)c3)c(NC(=O)OCc3ccccc3)oc12,1000.0,500.0
252,CHEMBL4286518,Nc1oc2cnccc2c1Nc1ccc(Br)cc1,1000.0,500.0
253,CHEMBL4286554,CCc1cc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)ccn1,200.0,500.0
254,CHEMBL4286702,Cc1ccc2sc(N)c(Nc3ccc(F)c(Cl)c3)c2c1,200.0,2000.0
255,CHEMBL4286734,Nc1oc2c(F)nccc2c1Nc1ccc(F)c(C(F)(F)F)c1,200.0,500.0
256,CHEMBL4286735,N#Cc1ccc(Nc2c(N)oc3cnccc23)cc1,1000.0,500.0
257,CHEMBL4286924,O=C(NCCC1C(=O)Nc2ccccc21)OCc1ccccc1,2310.0,58330.0
258,CHEMBL4286928,Cc1cc(-c2cccc3c(Nc4ccccc4)c(N)sc23)ccn1,200.0,500.0
259,CHEMBL4286979,Nc1oc2cnccc2c1Nc1ccccc1,200.0,500.0
260,CHEMBL4287091,CCCc1nccc2c(Nc3ccc(F)c(Cl)c3)c(N)oc12,200.0,2000.0
261,CHEMBL4287133,Nc1oc2c(-c3ccncc3)nc(F)cc2c1Nc1ccc(F)c(F)c1,200.0,500.0
262,CHEMBL4287152,N#Cc1ccc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)cc1,200.0,500.0
263,CHEMBL4287189,COc1cccc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)c1,200.0,500.0
264,CHEMBL4287240,CCOC(=O)Nc1oc2c(-c3ccnc(C)c3)nccc2c1N(C(=O)OCC)c1ccc(F)c(Cl)c1,1000.0,2000.0
265,CHEMBL4287280,CCCCOc1cc2c(Nc3ccc(F)c(Cl)c3)c(N)oc2c(-c2ccccc2)n1,1000.0,2000.0
266,CHEMBL4287290,N#Cc1nccc2c(Nc3ccc(F)c(Cl)c3)c(N)oc12,200.0,500.0
267,CHEMBL4287297,Cc1ccc(Nc2c(N)oc3cnccc23)cc1Cl,200.0,500.0
268,CHEMBL4287350,Nc1oc2c(-c3ccccc3)nc(Oc3ccccc3)cc2c1Nc1ccc(F)c(Cl)c1,1000.0,2000.0
269,CHEMBL4287458,N#Cc1ccc2c(Nc3ccccc3Cl)c(N)oc2c1,1000.0,2000.0
270,CHEMBL4287480,COc1cc2c(Nc3ccc(F)c(Cl)c3)c(N)oc2c(Br)n1,200.0,2000.0
271,CHEMBL4287546,Nc1oc2cnccc2c1Nc1ccc(Cl)cc1,1000.0,500.0
272,CHEMBL4287776,CCOC(=O)Nc1sc2ccccc2c1Nc1ccc(F)c(Cl)c1,1000.0,2000.0
273,CHEMBL4287789,Nc1oc2c(F)nc(F)cc2c1Nc1ccc(F)c(Cl)c1,200.0,500.0
274,CHEMBL4288020,CCOC(=O)Nc1oc2c(Br)nccc2c1N(C(=O)OCC)c1ccc(F)c(Cl)c1,1000.0,2000.0
275,CHEMBL4288032,Nc1oc2cnccc2c1Nc1ccc(F)c(Cl)c1,200.0,500.0
276,CHEMBL4288159,CC(=O)c1ccc(Nc2c(N)oc3cnccc23)cc1,1000.0,500.0
277,CHEMBL4288214,Cn1cc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)cn1,200.0,500.0
278,CHEMBL4288257,Nc1oc2c(-c3cccc(C(F)(F)F)c3)nccc2c1Nc1ccc(F)c(Cl)c1,200.0,2000.0
279,CHEMBL4288269,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1C=CCC2(C)C,10000.0,10000.0
280,CHEMBL4288277,Nc1oc2c(-c3ccnc(C(F)(F)F)c3)nccc2c1Nc1ccc(F)c(Cl)c1,200.0,2000.0
281,CHEMBL4288369,Cc1cc(-c2nc(F)cc3c(Nc4cccc(Cl)c4)c(N)oc23)ccn1,200.0,500.0
282,CHEMBL4288412,Cc1nccc2c(Nc3ccc(F)c(Cl)c3)c(N)oc12,200.0,500.0
283,CHEMBL4288429,COC(=O)c1cccc(Cn2cnc3c2C(=O)c2ccccc2C3=O)c1,42200.0,100000.0
284,CHEMBL4288449,Nc1oc2cnccc2c1Nc1ccc(F)c(Cl)c1Cl,1000.0,2000.0
285,CHEMBL4288488,Nc1oc2c(-c3ccncc3)nccc2c1Nc1ccc(F)cc1,200.0,500.0
286,CHEMBL4288491,Nc1sc2ccccc2c1Nc1ccc(F)c(Cl)c1,200.0,500.0
287,CHEMBL4288607,Nc1oc2cnccc2c1Nc1cccc(C2CCCCC2)c1,1000.0,500.0
288,CHEMBL4288670,Nc1oc2c(-c3cccc(Cl)c3)nccc2c1Nc1ccc(F)c(Cl)c1,200.0,2000.0
289,CHEMBL4288676,Nc1oc2cnccc2c1Nc1ccc2c(c1)OCO2,200.0,500.0
290,CHEMBL4288790,CC(C)Oc1cc2c(Nc3ccc(F)c(Cl)c3)c(N)oc2c(-c2ccccc2)n1,1000.0,2000.0
291,CHEMBL4288820,Cl.Nc1sc2c(Br)cccc2c1Nc1ccc(F)c(Cl)c1,200.0,500.0
292,CHEMBL4288912,CCOC(=O)Nc1oc2c(C#N)nccc2c1N(C(=O)OCC)c1ccc(F)c(Cl)c1,1000.0,2000.0
293,CHEMBL4289059,CCOC(=O)Nc1oc2cnccc2c1N(C(=O)OCC)c1ccc(F)c(Cl)c1,1000.0,2000.0
294,CHEMBL4289072,COC(=O)c1ccc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)cc1,200.0,500.0
295,CHEMBL4289074,CCOC(=O)Nc1oc2c(-c3ccccc3)nccc2c1Nc1ccc(F)c(Cl)c1,1000.0,2000.0
296,CHEMBL4289077,N#Cc1cccc(Nc2c(N)oc3cnccc23)c1F,1000.0,2000.0
297,CHEMBL4289093,Nc1oc2c(-c3ccnc(C(=O)Nc4ccccc4)c3)nccc2c1Nc1ccc(F)c(Cl)c1,200.0,2000.0
298,CHEMBL4289193,Nc1sc2ccccc2c1Nc1ccc2c(c1)OCO2,200.0,2000.0
299,CHEMBL4289261,Cc1ncc(CO)c2c(Nc3ccc(F)c(Cl)c3)c(N)oc12,1000.0,2000.0
300,CHEMBL4289267,Nc1oc2cnccc2c1Nc1ccccc1N1CCCCC1,1000.0,2000.0
301,CHEMBL4289441,Nc1oc2c(Br)nccc2c1Nc1ccc(F)c(Cl)c1,200.0,500.0
302,CHEMBL4289462,O=C1c2cccnc2C(=O)c2sc(-c3ccncc3)nc21,289.5,1200.0
303,CHEMBL4289482,Nc1oc2cnccc2c1Nc1cccc(Cl)c1,200.0,500.0
304,CHEMBL4289501,Nc1oc2cnccc2c1Nc1ccc(F)c(Cl)c1F,200.0,500.0
305,CHEMBL4289506,COc1cc2c(Nc3ccc(F)c(Cl)c3)c(N)oc2c(-c2ccc(C(N)=O)cc2)n1,200.0,2000.0
306,CHEMBL4289518,COc1ccc(Nc2c(N)oc3cnccc23)c(OC)c1,1000.0,2000.0
307,CHEMBL4289554,Nc1oc2cnccc2c1Nc1cccc(CC2CC2)c1,1000.0,2000.0
308,CHEMBL4289773,Nc1oc2c(-c3ccnc(C(=O)NC4CCCCC4)c3)nccc2c1Nc1ccc(F)c(Cl)c1,200.0,2000.0
309,CHEMBL4289829,CC(C)(C)Oc1cc2c(Nc3ccc(F)c(Cl)c3)c(N)oc2c(-c2ccccc2)n1,1000.0,500.0
310,CHEMBL4289945,CCCc1nccc2c(Nc3ccc(F)c(C(F)(F)F)c3)c(N)oc12,200.0,500.0
311,CHEMBL4290038,COc1cccc(Nc2c(N)sc3ccccc23)c1,200.0,500.0
312,CHEMBL4290045,CC(=O)/C=C1\C(=O)Nc2ccc(Cl)cc21,360.0,54690.0
313,CHEMBL4290053,N#Cc1ccc2c(Nc3cccc(Br)c3)c(N)oc2c1,200.0,500.0
314,CHEMBL4290084,COC(=O)Nc1oc2cnccc2c1Nc1ccc(F)c(Cl)c1,1000.0,2000.0
315,CHEMBL4290194,Nc1oc2cnc(F)cc2c1Nc1cccc(Cl)c1,200.0,500.0
316,CHEMBL4290236,Cc1coc2c1c(=O)oc(=O)c1c3c(ccc12)C(C)(C)CCC3,10000.0,10000.0
317,CHEMBL4290305,Cc1ccc(S(=O)(=O)N/N=C2\C(=O)Nc3ccccc32)cc1,1780.0,52900.0
318,CHEMBL4290431,COC(=O)Nc1oc2cnccc2c1N(C(=O)OC)c1ccc(F)c(Cl)c1,1000.0,2000.0
319,CHEMBL4290511,COc1cc(Nc2c(N)oc3cnccc23)ccc1Cl,1000.0,500.0
320,CHEMBL4290549,COc1cc2c(Nc3ccc(F)c(Cl)c3)c(N)oc2c(-c2ccc(F)cc2)n1,200.0,500.0
321,CHEMBL4290604,Nc1oc2cnccc2c1Nc1cccc(-c2ccccc2)c1,1000.0,2000.0
322,CHEMBL4290639,Cc1cc(-c2nccc3c(Nc4cccc(Cl)c4F)c(N)oc23)ccn1,200.0,2000.0
323,CHEMBL4290668,CNC(=O)c1cc(-c2nccc3c(Nc4cccc(Cl)c4)c(N)oc23)ccn1,200.0,500.0
324,CHEMBL4290878,Nc1oc2cnccc2c1Nc1ccc(F)cc1Br,1000.0,2000.0
325,CHEMBL4290911,Nc1oc2cnc(Cl)cc2c1Nc1ccc(F)c(Cl)c1,200.0,500.0
326,CHEMBL4290965,CCCc1nccc2c(Nc3cccc(C(F)(F)F)c3)c(N)oc12,200.0,2000.0
327,CHEMBL4290983,Nc1oc2cnccc2c1Nc1ccc(OC(F)(F)F)cc1,1000.0,500.0
328,CHEMBL4290984,Cl.Nc1sc2ccccc2c1Oc1cccc(Cl)c1,1000.0,2000.0
329,CHEMBL4291007,Cc1cc(-c2nc(C)cc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)ccn1,200.0,2000.0
330,CHEMBL4291087,CC(C)(C)NC(=O)c1cc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)ccn1,200.0,2000.0
331,CHEMBL4291105,Cc1cccc(Nc2c(N)sc3ccccc23)c1C,1000.0,500.0
332,CHEMBL4291232,CCc1cc2c(Nc3ccc(F)c(Cl)c3)c(N)oc2c(-c2ccccc2)n1,200.0,2000.0
333,CHEMBL4291240,CNC(=O)c1cc(-c2nccc3c(Nc4ccccc4Cl)c(N)oc23)ccn1,200.0,500.0
334,CHEMBL4291289,Nc1sc2ccc(Br)cc2c1Nc1ccc(F)c(Cl)c1,200.0,2000.0
335,CHEMBL4291312,Nc1oc2c(-c3ccnc(C(=O)N4CCOCC4)c3)nccc2c1Nc1ccc(F)c(Cl)c1,200.0,500.0
336,CHEMBL4291358,Nc1oc2cnccc2c1Nc1ccc(F)cc1Cl,1000.0,500.0
337,CHEMBL4291671,Nc1oc2c(F)nccc2c1Nc1ccc(F)c(Cl)c1,200.0,500.0
338,CHEMBL4291734,Nc1oc2cnc(F)cc2c1Nc1ccc(F)cc1,200.0,500.0
339,CHEMBL4291741,N#Cc1cccc(Nc2c(N)oc3cnccc23)c1,1000.0,2000.0
340,CHEMBL4291792,O=C1c2ncccc2C(=O)c2sc(-c3cscn3)nc21,18.0,214.5
341,CHEMBL4291800,CCOC(=O)Nc1oc2cnccc2c1Nc1ccc(F)c(Cl)c1,1000.0,2000.0
342,CHEMBL4291805,Cl.Nc1sc2ccc(Cl)cc2c1Nc1ccc(F)c(Cl)c1,200.0,2000.0
343,CHEMBL4291850,O=C(O)c1cccc(Cn2cnc3c2C(=O)c2ccccc2C3=O)c1,11000.0,100000.0
344,CHEMBL4291859,Cc1ccc(Nc2c(N)oc3cnccc23)cc1,1000.0,500.0
345,CHEMBL4292025,Nc1oc2cnccc2c1Nc1cc(Cl)c(F)cc1F,1000.0,2000.0
346,CHEMBL4292046,Cc1cc(-c2cccc3c(Nc4ccc(F)cc4)c(N)sc23)ccn1,200.0,500.0
347,CHEMBL4292132,CC(C)CNC(=O)c1cc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)ccn1,200.0,2000.0
348,CHEMBL4292240,CC(C)c1cccc(Nc2c(N)oc3cnccc23)c1,200.0,2000.0
349,CHEMBL4292285,CCOC(=O)Nc1oc2c(I)nccc2c1N(C(=O)OCC)c1ccc(F)c(Cl)c1,1000.0,2000.0
350,CHEMBL4292321,Nc1oc2cnccc2c1Nc1cccc(CC2CCC2)c1,1000.0,2000.0
351,CHEMBL4292367,Nc1oc2c(-c3ccnc(C(=O)N4CCCCC4)c3)nccc2c1Nc1ccc(F)c(Cl)c1,200.0,500.0
352,CHEMBL4292487,Nc1sc2ccccc2c1Nc1cccc(F)c1,200.0,500.0
353,CHEMBL4292539,Nc1oc2cnccc2c1Nc1cc(Cl)c(F)c(Cl)c1,1000.0,500.0
354,CHEMBL4292556,O=C(Nc1oc2cnccc2c1Nc1ccc(F)c(Cl)c1)OCc1ccccc1,1000.0,500.0
355,CHEMBL4292681,Nc1oc2c(-c3cccnc3)nccc2c1Nc1ccc(F)c(Cl)c1,200.0,500.0
356,CHEMBL4292689,Nc1sc2cnccc2c1Nc1ccc(F)c(Cl)c1,1000.0,2000.0
357,CHEMBL4292762,COc1ccccc1-c1nccc2c(Nc3ccc(F)c(Cl)c3)c(N)oc12,200.0,500.0
358,CHEMBL4292812,Nc1oc2c(-c3cc(Cl)cc(Cl)c3)nccc2c1Nc1ccc(F)c(Cl)c1,200.0,2000.0
359,CHEMBL4292840,Nc1sc2ccccc2c1Nc1ccc(F)c(C(F)(F)F)c1,200.0,2000.0
360,CHEMBL4292857,CCOc1cc2c(Nc3ccc(F)c(Cl)c3)c(N)oc2c(-c2ccccc2)n1,1000.0,2000.0
361,CHEMBL4292907,Cc1ccccc1Cn1c(-c2ccncc2)nc2c1C(=O)c1ccccc1C2=O,50300.0,100000.0
362,CHEMBL4293117,CCOC(=O)Nc1oc2c(C#Cc3ccc(C(N)=O)cc3)nccc2c1N(C(=O)OCC)c1ccc(F)c(Cl)c1,1000.0,2000.0
363,CHEMBL4293178,Nc1sc2ccc(Cl)cc2c1Nc1ccc(F)cc1,200.0,500.0
364,CHEMBL4293249,Nc1oc2cnccc2c1Nc1cccc(C2CC2)c1,200.0,2000.0
365,CHEMBL4293312,O=C1c2ccccc2C(=O)c2[nH]c(-c3cscn3)nc21,119.6,73.1
366,CHEMBL4293330,Cc1ccc(Nc2c(N)oc3cnccc23)c(C)c1,1000.0,500.0
367,CHEMBL4293426,CCOC(=O)C(C(=O)OCC)=C1C(=O)Nc2ccccc21,930.0,71010.0
368,CHEMBL4293453,Cc1cc(-c2nccc3c(Nc4ccc(F)cc4F)c(N)oc23)ccn1,200.0,500.0
369,CHEMBL4293499,CCOC(=O)Nc1oc2c(-c3cc(C)nc(C)c3)nccc2c1N(C(=O)OCC)c1ccc(F)c(Cl)c1,1000.0,2000.0
370,CHEMBL4293507,CN(c1ccccc1)c1c(N)sc2ccccc12.Cl,1000.0,2000.0
371,CHEMBL4293556,Nc1oc2cnccc2c1Nc1cccc(F)c1,200.0,500.0
372,CHEMBL4293604,O=C1Nc2ccccc2/C1=N/Nc1ccccc1C(F)(F)F,1580.0,38310.0
373,CHEMBL4293633,Cc1cc(-c2nccc3c(Nc4ccccc4)c(N)oc23)ccn1,200.0,500.0
374,CHEMBL4293716,Nc1oc2c(-c3ccccc3Cl)nccc2c1Nc1ccc(F)c(Cl)c1,200.0,500.0
375,CHEMBL4293768,Cc1cc(-c2nccc3c(Nc4cccc(C(F)(F)F)c4)c(N)oc23)ccn1,200.0,500.0
376,CHEMBL4293836,CC(C)(C)c1cc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)ccn1,200.0,2000.0
377,CHEMBL4293992,Nc1oc2c(-c3ccccc3)nccc2c1Nc1ccc(F)c(Cl)c1,200.0,500.0
378,CHEMBL4294010,Nc1sc2ccccc2c1Nc1ccc(Cl)c(C(F)(F)F)c1,200.0,2000.0
379,CHEMBL4294038,Nc1oc2c(-c3cc(F)nc(F)c3)nccc2c1Nc1ccc(F)c(Cl)c1,200.0,500.0
380,CHEMBL4294184,Nc1oc2cnccc2c1Nc1ccc(F)c(Br)c1,200.0,500.0
381,CHEMBL4294302,NC(=O)c1ccc(-c2nccc3c(Nc4ccc(F)c(Cl)c4)c(N)oc23)cc1,200.0,500.0
382,CHEMBL4294365,Nc1oc2cnccc2c1Nc1cc(Cl)ccc1Cl,1000.0,2000.0
383,CHEMBL4294399,Cc1cc(-c2nccc3c(Nc4ccc(F)c(F)c4)c(N)oc23)ccn1,200.0,500.0
384,CHEMBL4294408,Nc1oc2cnccc2c1Nc1ccc(Cl)cc1Cl,1000.0,2000.0
385,CHEMBL4294480,C#Cc1cc(Nc2c(N)oc3c(-c4ccccc4)nccc23)ccc1F,200.0,500.0
386,CHEMBL4294515,CC(=O)CC(=O)CC1(O)C(=O)Nc2ccccc21,450.0,56120.0
387,CHEMBL4294542,Nc1oc2c(Cl)nccc2c1Nc1ccc(F)c(Cl)c1,200.0,500.0
388,CHEMBL4294575,Nc1oc2cnccc2c1Nc1cccc(C(F)F)c1,200.0,500.0
389,CHEMBL4294579,Nc1oc2cnccc2c1Nc1ccc(N2CCOCC2)cc1,1000.0,2000.0
390,CHEMBL4294746,Nc1oc2cnccc2c1Nc1cncc(Cl)c1,1000.0,500.0
391,CHEMBL4294820,Cc1cc(-c2nccc3c(Nc4ccc(F)cc4)c(N)oc23)ccn1,200.0,500.0
392,CHEMBL4294844,C#Cc1ccc(Nc2c(N)oc3cnccc23)cc1,1000.0,500.0
393,CHEMBL4294861,Cc1cc(-c2nc(F)cc3c(Nc4ccc(F)cc4)c(N)oc23)ccn1,200.0,500.0
394,CHEMBL4294960,Nc1oc2cnccc2c1Nc1cc(F)c(F)cc1F,1000.0,2000.0
395,CHEMBL4295062,Cc1nccc2c(Nc3cccc(C(F)(F)F)c3)c(N)oc12,200.0,2000.0
396,CHEMBL4295079,Cl.Nc1sc2ccccc2c1Sc1cccc(Cl)c1,1000.0,2000.0
397,CHEMBL4295250,Cc1cc(-c2nccc3c(Nc4ccc(F)c(C(F)(F)F)c4)c(N)oc23)ccn1,200.0,500.0
398,CHEMBL4296835,Oc1ccc(/N=N/c2nccs2)c(O)c1,45040.0,43280.0
399,CHEMBL4296926,Cl/N=C1/C=CC=C/C1=N/Cl,9170.0,8430.0
400,CHEMBL4296947,Oc1c(/N=N/c2nnn[nH]2)ccc2ccccc12,3780.0,22250.0
401,CHEMBL4296952,NS(=O)(=O)c1ccc(/N=N/c2ccc(O)[nH]c2=O)cc1,18090.0,15680.0
402,CHEMBL4300931,O=C1c2ccccc2C(=O)c2c1nnn2-c1ccccc1,100.0,70.0
403,CHEMBL432537,O=C1c2cc([N+](=O)[O-])ccc2-n2c1nc1ccccc1c2=O,0.018,101.0
404,CHEMBL4435398,Fc1cccc2c1C(C1CCN(c3ccc(N4CCOCC4)cc3)CC1)n1cncc1-2,1712.0,1029.0
405,CHEMBL4435524,Fc1cccc2c1C(C1CCN(c3ccc(-c4cccnc4)cc3)CC1)n1cncc1-2,240.0,183.0
406,CHEMBL4435742,COc1ccccc1C(ON)c1ccccc1.Cl,1110.0,48800.0
407,CHEMBL4436480,O=C1c2cc(F)ccc2-n2c1nc1ccc(CN3CCNCC3)cc1c2=O,680.0,870.0
408,CHEMBL4436582,COP(C)(=O)NCCCCNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,121.0,3320.0
409,CHEMBL4437046,CN1CCN(Cc2ccc3nc4n(c(=O)c3c2)-c2ccc(F)cc2C4=O)CC1,20.0,760.0
410,CHEMBL4438707,Cc1ccc(C(ON)c2ccc(Cl)cc2)c(O)c1.Cl,1760.0,19100.0
411,CHEMBL4439294,O[C@@H]1c2ccnn2CC[C@H]1[C@H]1c2ccccc2-c2cncn21,4500.0,130.0
412,CHEMBL4439774,Cl.NOC(c1ccccc1)c1ccc(O)cc1,2890.0,29800.0
413,CHEMBL4440040,Cl.NOC(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1090.0,2000.0
414,CHEMBL4440269,Cl.NOC(c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,3350.0,77400.0
415,CHEMBL4441377,Fc1cccc2c1C(C1CCN(c3nccs3)CC1)n1cncc1-2,297.0,586.0
416,CHEMBL4443301,Cc1cc(N2CCC(C3c4c(F)cccc4-c4cncn43)CC2)ccc1-c1cnn(C)c1,121.0,114.0
417,CHEMBL4443640,Cl.NOC(CCc1cccc(Cl)c1)c1ccccc1,6740.0,58700.0
418,CHEMBL4445809,Cn1cc(-c2ccc(N3CCC(C4c5c(F)cccc5-c5cncn54)CC3)cc2F)cn1,69.0,65.0
419,CHEMBL4446245,Cl.NOC(c1ccccc1)c1ccccc1F,12000.0,3920.0
420,CHEMBL4451390,Cl.NOC(c1ccccc1)c1ccccc1Br,1460.0,22500.0
421,CHEMBL4452150,CN(C)Cc1ccc2nc3n(c(=O)c2c1)-c1ccc(F)cc1C3=O,110.0,410.0
422,CHEMBL4455554,Cl.NOC(CCc1ccccc1)c1ccccc1F,14700.0,49700.0
423,CHEMBL4459856,Cn1cc(-c2ccc(N3CCC(C4c5c(F)cccc5-c5cncn54)CC3)cc2)cn1,101.0,132.0
424,CHEMBL4463063,N#Cc1ccc(N2CCC(C3c4c(F)cccc4-c4cncn43)CC2)cc1,353.0,394.0
425,CHEMBL4466645,OCCC1c2ccccc2-c2cncn21,6700.0,20.0
426,CHEMBL4468567,Cl.NOC(c1ccccc1)C1CCCCC1,21000.0,2770000.0
427,CHEMBL4468741,CN(C)c1ccc2nc3n(c(=O)c2c1)-c1ccc(F)cc1C3=O,10350.0,270.0
428,CHEMBL4468826,Cl.NOC(c1ccccc1)c1cccc(Cl)c1Cl,1870.0,4540.0
429,CHEMBL4470496,Fc1cccc2c1C(C1CCN(c3ccccc3)CC1)n1cncc1-2,544.0,338.0
430,CHEMBL4471614,Cn1cc(-c2ccc(N3CCC(C4c5c(F)cccc5-c5cncn54)CC3)c(F)c2)cn1,21.0,215.0
431,CHEMBL4471831,O=C1c2cc(F)ccc2-n2c1nc1ccc(N3CCNCC3)cc1c2=O,1190.0,290.0
432,CHEMBL4471895,CN1CCN(c2ccc3nc4n(c(=O)c3c2)-c2ccccc2C4=O)CC1,2960.0,470.0
433,CHEMBL4472697,CCOP(=O)(CC)NCCNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,20.8,2540.0
434,CHEMBL4473408,Cl.NOC(c1ccccc1)c1cc(Cl)cc(Cl)c1,2000.0,5700.0
435,CHEMBL4514196,COP(C)(=O)NCCNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,10.1,3960.0
436,CHEMBL4515137,O=C(CNc1nonc1/C(=N/O)N[C@H]1Cc2ccc(F)cc21)NCCO,249.0,10000.0
437,CHEMBL4516705,Cl.NOC(c1ccc(F)cc1)c1ccc(F)cc1,1680.0,5150.0
438,CHEMBL4517541,Cl.NOC(c1ccccc1)c1cccc(Br)c1,1000.0,7150.0
439,CHEMBL4518260,Cn1cc(-c2cnc(N3CCC(C4c5c(F)cccc5-c5cncn54)CC3)nc2)cn1,113.0,579.0
440,CHEMBL4519297,Cl.NOC(c1ccccc1)c1cccc(C(F)(F)F)c1,1730.0,12000.0
441,CHEMBL4521716,Cc1cc(-c2cnn(C)c2)ccc1N1CCC(C2c3c(F)cccc3-c3cncn32)CC1,20.0,226.0
442,CHEMBL4522927,Cn1cc(-c2ccc(N3CCC([C@H]4c5c(F)cccc5-c5cncn54)CC3)cc2)cn1,76.0,47.0
443,CHEMBL4524223,Cl.NOC(c1ccccc1)c1ccc(Cl)cc1,5000.0,23700.0
444,CHEMBL4524854,Fc1cccc2c1C(C1CCCC1)n1cncc1-2,1239.0,95.0
445,CHEMBL4531639,Fc1cccc2c1C(c1ccccc1)n1cncc1-2,2741.0,374.0
446,CHEMBL4536439,CN1CCN(c2ccc3nc4n(c(=O)c3c2)-c2ccc(F)cc2C4=O)CC1,1870.0,250.0
