CHEMBLID,smiles,ido_ic50,tdo_ic50
447,CHEMBL4539097,Cl.NOC(c1ccccc1)c1ccccc1Cl,18000.0,21800.0
448,CHEMBL4544399,Cl.NOC(c1ccccc1)c1ccsc1,3360.0,4410.0
449,CHEMBL4544607,Cl.NOC(c1ccccc1)c1cccc(F)c1,5000.0,6000.0
450,CHEMBL4545004,CN1CCN(Cc2ccc3nc4n(c(=O)c3c2)-c2ccccc2C4=O)CC1,180.0,180.0
451,CHEMBL4549778,Fc1cccc2c1C(C1CCOCC1)n1cncc1-2,5344.0,189.0
452,CHEMBL4549976,NS(=O)(=O)NCC(=O)NCCSc1nonc1/C(=N/O)Nc1ccc(F)c(C(F)F)c1,21.0,10000.0
453,CHEMBL4553360,Fc1cccc2c1C(C1CCN(c3nc4ccccc4s3)CC1)n1cncc1-2,19.0,195.0
454,CHEMBL4558294,Cl.NOC(c1ccccc1)c1cccc(C(F)(F)F)c1F,6000.0,5620.0
455,CHEMBL4561507,Cl.NOC(c1ccccc1)c1ccc(Cl)c(Cl)c1,1910.0,4000.0
456,CHEMBL4561893,Fc1cccc2c1C(C1CCN(c3ccc(-c4ccncc4)cc3)CC1)n1cncc1-2,280.0,353.0
457,CHEMBL4562566,Cn1ccc2ccc(N3CCC(C4c5c(F)cccc5-c5cncn54)CC3)cc21,203.0,376.0
458,CHEMBL4567552,Fc1cccc(N2CCC(C3c4c(F)cccc4-c4cncn43)CC2)c1,167.0,371.0
459,CHEMBL4570374,Brc1cc(NCc2cccc3nonc23)c2cn[nH]c2c1,1370.0,2940.0
460,CHEMBL4571179,Fc1cccc2c1C(Cc1ccccc1)n1cncc1-2,2734.0,793.0
461,CHEMBL4571508,Cl.NOC(c1ccccc1)c1cc(C(F)(F)F)ccc1F,1090.0,9020.0
462,CHEMBL4577825,CC(C)(C)OC(=O)N1CCN(Cc2ccc3nc4n(c(=O)c3c2)-c2ccc(F)cc2C4=O)CC1,130.0,450.0
463,CHEMBL4578334,Cl.NOC(c1ccccc1)c1ccc(Cl)cc1Cl,1990.0,4820.0
464,CHEMBL4578338,O=C1c2cc(F)ccc2-n2c1nc1ccc(N3CCCCC3)cc1c2=O,1800.0,10090.0
465,CHEMBL4582341,Cl.NOC(c1ccccc1)c1cc(F)cc(F)c1,357.0,3480.0
466,CHEMBL4585089,NS(=O)(=O)CC(=O)NCCSc1nonc1/C(=N/O)Nc1cccc(Cl)c1,10.0,10000.0
467,CHEMBL4585829,Cl.NOC(c1ccccc1)c1ccc(F)cc1F,1210.0,6370.0
468,CHEMBL4585863,Cn1cc(-c2cccc(N3CCC(C4c5c(F)cccc5-c5cncn54)CC3)c2)cn1,253.0,639.0
469,CHEMBL4586507,Fc1cccc2c1C(C1CCCCC1)n1cncc1-2,108.0,85.0
470,CHEMBL4588805,O=C1c2cc(F)ccc2-n2c1nc1ccc(CN3CCOCC3)cc1c2=O,20.0,70.0
471,CHEMBL4588985,O=C(c1ccccc1)N1CCC(C2c3c(F)cccc3-c3cncn32)CC1,3563.0,1275.0
472,CHEMBL4590292,Cl.NOC(CCCC(=O)Nc1ccccc1)c1cccc(Cl)c1,1430.0,123000.0
473,CHEMBL4632992,C[C@H](C(=O)Nc1ccc(F)cc1)C12CC(NC(=O)c3cccc(Cl)c3)(C1)C2,121.0,10000.0
474,CHEMBL4633682,O=C1c2cc(F)ccc2-n2c1nc1ccc(CN3CCCC(C(=O)O)C3)cc1c2=O,1840.0,420.0
475,CHEMBL4635512,O=C1c2cc(F)ccc2-n2c1nc1ccc(B(O)O)cc1c2=O,1790.0,1210.0
476,CHEMBL4642346,O=C1c2ccccc2C(=O)c2c1nnn2-c1ccc(Cl)nc1,27.0,25.0
477,CHEMBL4643029,O=Cc1ccc2nc3n(c(=O)c2c1)-c1ccc(F)cc1C3=O,160.0,60.0
478,CHEMBL4643729,COC(=O)C1CCCN(Cc2ccc3nc4n(c(=O)c3c2)-c2ccc(F)cc2C4=O)C1,1430.0,2870.0
479,CHEMBL4644195,CC1(C)OB(c2ccc3nc4n(c(=O)c3c2)-c2ccc(F)cc2C4=O)OC1(C)C,13090.0,6020.0
480,CHEMBL4644380,O=C1c2cc(F)ccc2-n2c1nc1ccc(Cn3ccnn3)cc1c2=O,780.0,1130.0
481,CHEMBL4644751,C[C@H](C(=O)Nc1ccc(F)cc1)C12CC(NC(=O)c3ccc(F)c(F)c3)(C1)C2,1.9,10000.0
482,CHEMBL4645897,COC(=O)C1CCN(Cc2ccc3nc4n(c(=O)c3c2)-c2ccc(F)cc2C4=O)CC1,1200.0,990.0
483,CHEMBL4645973,O=C(O)/C=C/c1ccc2nc3n(c(=O)c2c1)-c1ccc(F)cc1C3=O,120.0,30.0
484,CHEMBL4646483,COC(=O)C1CCCN1Cc1ccc2nc3n(c(=O)c2c1)-c1ccc(F)cc1C3=O,460.0,300.0
485,CHEMBL4646657,O=C1c2cc(F)ccc2-n2c1nc1ccc(CN3CCC(C(=O)O)CC3)cc1c2=O,3100.0,450.0
486,CHEMBL4647345,O=C1c2cc(F)ccc2-n2c1nc1ccc(CN3CCCC3C(=O)O)cc1c2=O,3760.0,180.0
487,CHEMBL4648181,CCOC(=O)/C=C/c1ccc2nc3n(c(=O)c2c1)-c1ccc(F)cc1C3=O,190.0,370.0
488,CHEMBL4648447,O=C(O)c1cccc(-n2nnc3c2C(=O)c2ccccc2C3=O)c1,114.0,71.0
489,CHEMBL4739919,O=C(/C(=N/O)Nc1ccc(F)c(Br)c1)c1ccco1,1677.0,100000.0
490,CHEMBL4740188,O=C(Nc1ccc(Cl)cc1F)C(=O)N1CCC(c2ccnc3ccc(F)cc23)CC1,7.0,6700.0
491,CHEMBL4741069,NS(=O)(=O)c1ccc(-n2nnc3c2C(=O)c2ccccc2C3=O)cc1,30.0,48.0
492,CHEMBL4741094,O=C1c2ccccc2C(=O)c2c1nnn2-c1ccc([N+](=O)[O-])cc1,33.0,48.0
493,CHEMBL4741297,O=[N+]([O-])c1ccc(N/C(Cc2ccc(F)cc2F)=N\O)c2nonc12,160.0,19000.0
494,CHEMBL4741630,C[C@H](C(=O)Nc1ccc(Cl)cc1)[C@H]1CC[C@@]2(CC1)COc1cc(C(F)(F)F)ccc12,5.1,7800.0
495,CHEMBL4741880,O=C(CN1CCC2(CC1)COc1cc(C(F)(F)F)ccc12)Nc1ccc(Cl)cc1,260.0,25700.0
496,CHEMBL4741917,CC(=O)Nc1cc(Nc2ccc(F)c(-c3ccsc3)c2)c2cc(C(=O)O)[nH]c2c1,3890.0,2530.0
497,CHEMBL4743717,CC(=O)Nc1cc(Nc2ccc(F)nc2)c2cc(C(=O)O)[nH]c2c1,38500.0,46100.0
498,CHEMBL4743724,C[C@H](C(=O)Nc1ccc(Cl)cc1)[C@H]1CC[C@]2(CC1)COc1ncc(C(F)(F)F)cc12,7.9,18400.0
499,CHEMBL4743826,CCC(C(=O)Nc1ccc(Cl)cc1)N1CCC2(CCOc3cc(C(F)(F)F)ccc32)CC1,12.0,11800.0
500,CHEMBL4744101,O=[N+]([O-])c1ccc(N/C(=N\O)c2ccccc2F)c2nonc12,131.0,110000.0
501,CHEMBL4744209,O=C(Nc1ccc(Cl)cc1)C(=O)N1CCC2(CC1)COc1cc(C(F)(F)F)ccc12,1700.0,21000.0
502,CHEMBL4744944,CC(=O)Nc1cc(Nc2ccc(F)c(C)c2)c2cc(C(=O)O)[nH]c2c1,1830.0,1700.0
503,CHEMBL4745769,O=C(Nc1ccc(Cl)cc1)C(CC1CC1)N1CCC2(CC1)COc1cc(C(F)(F)F)ccc12,300.0,15900.0
504,CHEMBL4745907,C[C@H](C(=O)Nc1ccc(Cl)cc1)[C@H]1CC[C@]2(CC1)COc1nc(C(F)(F)F)ccc12,5.4,7100.0
505,CHEMBL4746699,O=C(Nc1ccc(Cl)cc1)C(=O)N1CCC(c2ccnc3ccc(F)cc23)CC1,15.0,6900.0
506,CHEMBL4746735,CC(=O)Nc1cc(Nc2ccc(F)c(OCC(F)(F)F)c2)c2cc(C(=O)O)[nH]c2c1,4620.0,9630.0
507,CHEMBL4747007,O=C1c2ccc(O)cc2C(=O)c2c1nnn2-c1ccc(F)c(Cl)c1,355.0,384.0
508,CHEMBL4747060,O=C(/C(=N/O)Nc1ccc(F)c(Br)c1)C1CCN(S(=O)(=O)Nc2ccccc2)CC1,150.0,65721.0
509,CHEMBL4747072,O=C(Nc1ccc(Cl)cc1)C(=O)N1CCC(c2ccnc3ccc(Cl)cc23)CC1,19.0,2500.0
510,CHEMBL4747079,CCNC1=C/C(=N\c2ccc(F)c(Cl)c2)c2cc(C(=O)O)[nH]c2C1=O,18.0,25.0
511,CHEMBL4747226,Cn1cc(-c2ccc(NC(=O)N3CCC(C(=O)/C(=N/O)Nc4ccc(F)c(Br)c4)CC3)cc2)cn1,14.0,100000.0
512,CHEMBL4747676,O=[N+]([O-])c1ccc(N/C(Cc2ccc(F)cc2)=N\O)c2nonc12,151.0,65000.0
513,CHEMBL4747779,O=C1c2ccccc2C(=O)c2c1nnn2-c1ccc(Cl)c([N+](=O)[O-])c1,15.0,15.0
514,CHEMBL4748072,COc1ccc2c(c1)C(=O)c1c(nnn1-c1ccc(F)c(Cl)c1)C2=O,10000.0,10000.0
515,CHEMBL4748091,O=C(/C(=N/O)Nc1ccc(F)c(Br)c1)C1CCN(C(=O)NCc2ccccc2)CC1,28.0,89770.0
516,CHEMBL4748675,O=[N+]([O-])c1ccc(N/C(Cc2ccccc2F)=N\O)c2nonc12,102.0,30000.0
517,CHEMBL4748868,O=C1c2ccccc2C(=O)c2c1nnn2-c1ccc(F)cc1,58.0,49.0
518,CHEMBL4749277,COc1cc(Nc2cc(NC(C)=O)cc3[nH]c(C(=O)O)cc23)cc(OC)c1OC,3180.0,7120.0
519,CHEMBL4749687,Cc1cc(Nc2ccc(F)c(Cl)c2)c2cc(C(=O)O)[nH]c2c1,35600.0,22500.0
520,CHEMBL4749726,O=C1c2ccccc2C(=O)c2c1nnn2-c1cccc(Cl)c1,40.0,36.0
521,CHEMBL4749799,O=C(Nc1ccc(Cl)cc1F)C(=O)N1CCC=C(c2ccnc3ccc(F)cc23)CC1,5.0,16000.0
522,CHEMBL4750221,O=[N+]([O-])c1ccc(N/C(=N\O)c2ccc(Br)cc2)c2nonc12,117.0,50000.0
523,CHEMBL4750649,O=C1c2ccccc2C(=O)c2c1nnn2-c1ccc2[nH]cnc2c1,78.0,104.0
524,CHEMBL4750840,O=C(O)c1cc2c(Nc3ccc(F)c(Cl)c3)ccc(F)c2[nH]1,40700.0,99200.0
525,CHEMBL4751204,CC1(C)C(=O)C=Cc2c1ccc1c2C(=O)C(=O)c2c(CO)coc2-1,220.0,1420.0
526,CHEMBL4751227,CC[C@@H](C(=O)Nc1ccc(Cl)cc1)N1CCC2(CC1)COc1cc(C(F)(F)F)ccc12,12.0,11400.0
527,CHEMBL4751316,O=C(Nc1ccc(C(F)F)cc1)C(=O)N1CCC(c2ccnc3ccc(F)cc23)CC1,21.0,5800.0
528,CHEMBL4751419,N#Cc1cc(Nc2ccc(F)c(Cl)c2)c2cc(C(=O)O)[nH]c2c1,100000.0,100000.0
529,CHEMBL4751532,O=C1c2cc(O)ccc2C(=O)c2c1nnn2-c1ccc(F)c(Cl)c1,144.0,171.0
530,CHEMBL4751742,O=C(/C(=N/O)Nc1ccc(F)c(Br)c1)C1CCN(S(=O)(=O)NCc2ccccc2)CC1,24.0,100000.0
531,CHEMBL4751793,O=C1c2ccccc2C(=O)c2c1nnn2-c1ccccc1Cl,10000.0,10000.0
532,CHEMBL4752081,CC1(C)CN(C(=O)C(=O)Nc2ccc(Cl)cc2)CCC1c1ccnc2ccc(F)cc12,23.0,4500.0
533,CHEMBL4752390,CC(=O)Nc1cc(Nc2ccc(F)cc2)c2cc(C(=O)O)[nH]c2c1,5280.0,7690.0
534,CHEMBL4752478,CC(C(=O)Nc1ccc(Cl)cc1)N1CCC2(CC1)COc1cc(C(F)(F)F)ccc12,1320.0,35600.0
535,CHEMBL4752502,N#Cc1ccc(-n2nnc3c2C(=O)c2ccccc2C3=O)cc1,26.0,66.0
536,CHEMBL4752806,O=[N+]([O-])c1ccc(N/C(Cc2ccc(Cl)cc2)=N\O)c2nonc12,110.0,51000.0
537,CHEMBL4753003,O=C(O)c1cc2c(Nc3cc(Br)ccc3F)ccc(F)c2[nH]1,28100.0,41400.0
538,CHEMBL4753565,O=C1c2ccccc2C(=O)c2c1nnn2-c1cc(Cl)c(F)c(Cl)c1,33.0,34.0
539,CHEMBL4753714,O=C1c2ccccc2C(=O)c2c1nnn2-c1ccc(Cl)c(Cl)c1,23.0,18.0
540,CHEMBL4753967,O=C(Nc1ccc(Cl)cc1)C(=O)N1CC[C@H](c2ccnc3ccc(F)cc23)[C@@H](O)C1,330.0,14000.0
541,CHEMBL4754615,C[C@@H](C(=O)Nc1ccc(Cl)cc1)[C@H]1CC[C@]2(CC1)COc1cc(C(F)(F)F)ccc12,69.0,10500.0
542,CHEMBL4754740,CC(=O)Nc1cc(Nc2ccc(F)c(OCc3ccccc3)c2)c2cc(C(=O)O)[nH]c2c1,10000.0,5240.0
543,CHEMBL4754956,O=C(Nc1ccc(Cl)cc1)C(=O)N1CCCC2(CC1)COc1cc(C(F)(F)F)ccc12,700.0,37000.0
544,CHEMBL4755556,O=C(/C(=N/O)Nc1ccc(F)c(Br)c1)C1CCN(C(=O)c2ccccc2)CC1,106.0,100000.0
545,CHEMBL4755902,COc1ccc(Nc2cc(NC(C)=O)cc3[nH]c(C(=O)O)cc23)cn1,3410.0,3620.0
546,CHEMBL4756155,O=C1c2ccccc2C(=O)c2c1nnn2-c1ccc(F)c(Cl)c1,13.0,14.0
547,CHEMBL4756754,Cc1cccc(-n2nnc3c2C(=O)c2ccccc2C3=O)c1,122.0,64.0
548,CHEMBL4757244,O=C(Nc1ccc(Cl)cn1)C(=O)N1CCC(c2ccnc(C(F)(F)F)c2Cl)CC1,301.0,22000.0
549,CHEMBL4757365,CC(=O)Nc1cc(Nc2ccc(F)c(OC(F)(F)F)c2)c2cc(C(=O)O)[nH]c2c1,1370.0,3620.0
550,CHEMBL4757995,CC[C@H](C(=O)Nc1ccc(Cl)cc1)N1CCC2(CC1)COc1cc(C(F)(F)F)ccc12,109.0,15500.0
551,CHEMBL4757996,O=[N+]([O-])c1ccc(N/C(=N\O)c2ccc(F)c(Br)c2)c2nonc12,106.0,47000.0
552,CHEMBL4758026,C[C@@H](C(=O)Nc1ccc(Cl)cc1)[C@H]1CC[C@@]2(CC1)COc1cc(C(F)(F)F)ccc12,6.6,10300.0
553,CHEMBL4758067,O=[N+]([O-])c1ccc(N/C(=N\O)c2cccc(F)c2)c2nonc12,245.0,45000.0
554,CHEMBL4758583,N#Cc1ccc2nccc(C3CCN(C(=O)C(=O)Nc4ccc(Cl)cc4)CC3)c2c1,118.0,6100.0
555,CHEMBL4758910,O=C(/C(=N/O)Nc1ccc(F)c(Br)c1)c1ccccc1,1428.0,79985.0
556,CHEMBL4759065,CC(=O)Nc1cc(Nc2ccc(OC(F)(F)F)cc2)c2cc(C(=O)O)[nH]c2c1,23700.0,5710.0
557,CHEMBL4759518,O=C1c2ccccc2C(=O)c2c1nnn2-c1cccc(F)c1,52.0,101.0
558,CHEMBL4759802,O=C(/C(=N/O)Nc1ccc(F)c(Br)c1)C1CCN(c2ccccc2)CC1,1019.0,100000.0
559,CHEMBL4760312,O=C(/C(=N/O)Nc1ccc(F)c(Br)c1)c1cncs1,1772.0,11808.0
560,CHEMBL4761104,CC[C@H](C(=O)Nc1ccc(Cl)cn1)[C@H]1CC[C@]2(CC1)COc1cc(C(F)(F)F)ccc12,320.0,26400.0
561,CHEMBL4761417,CCOc1cc(Nc2cc(NC(C)=O)cc3[nH]c(C(=O)O)cc23)ccc1F,2200.0,5130.0
562,CHEMBL4761629,CC(C)(C(=O)Nc1ccc(Cl)cc1)N1CCC2(CC1)COc1cc(C(F)(F)F)ccc12,11.0,47900.0
563,CHEMBL4761665,O=C(O)c1cc2c(Nc3ccc(F)c(Br)c3)ccc(F)c2[nH]1,9930.0,10500.0
564,CHEMBL4761805,CC(=O)Nc1cc(Nc2ccc(F)cn2)c2cc(C(=O)O)[nH]c2c1,10800.0,11700.0
565,CHEMBL4762048,COC(=O)c1ccc(-n2nnc3c2C(=O)c2ccccc2C3=O)cc1,34.0,58.0
566,CHEMBL4762616,COc1ccc(Nc2cc(NC(C)=O)cc3[nH]c(C(=O)O)cc23)cc1,1710.0,3010.0
567,CHEMBL4762621,COc1ccc(Nc2ccc(F)c(Cl)c2)c2cc(C(=O)O)[nH]c12,32400.0,19500.0
568,CHEMBL4762733,O=C1c2ccccc2C(=O)c2c1nnn2-c1cnc(Cl)c(Cl)c1,113.0,248.0
569,CHEMBL4762872,O=C(O)c1cc2c(Nc3ccc(F)c(OC(F)(F)F)c3)ccc(F)c2[nH]1,16300.0,16500.0
570,CHEMBL4763146,O=[N+]([O-])c1ccc(N/C(=N\O)c2ccc(Cl)cc2)c2nonc12,113.0,40000.0
571,CHEMBL4763205,O=C(Nc1ccccc1)[C@H]1CC[C@H](C(=O)/C(=N/O)Nc2ccc(F)c(Br)c2)CC1,150.0,100000.0
572,CHEMBL4763242,CCNc1cc(Nc2ccc(F)c(Cl)c2)c2cc(C(=O)O)[nH]c2c1,1750.0,3530.0
573,CHEMBL4763375,C[C@H](C(=O)Nc1ccc(Cl)cc1)[C@H]1CC[C@]2(CC1)COc1cc(C(F)(F)F)ccc12,3.9,7300.0
574,CHEMBL4763470,CC(=O)Nc1cccc(-n2nnc3c2C(=O)c2ccccc2C3=O)c1,81.0,132.0
575,CHEMBL4763910,CC(=O)Nc1cc(Nc2ccc(F)c(F)c2)c2cc(C(=O)O)[nH]c2c1,1170.0,1550.0
576,CHEMBL4763934,O=C1c2ccccc2C(=O)c2c1nnn2-c1ccc2ccncc2c1,40.0,34.0
577,CHEMBL4764025,CCCOc1cc(Nc2cc(NC(C)=O)cc3[nH]c(C(=O)O)cc23)ccc1F,1480.0,4460.0
578,CHEMBL4764324,CC(=O)Nc1cc(Nc2ccc(F)c(Oc3ccccc3)c2)c2cc(C(=O)O)[nH]c2c1,5830.0,1440.0
579,CHEMBL4764360,CC(C(=O)Nc1ccc(Cl)cc1)C1CCC2(CC1)c1ccc(C(F)(F)F)cc1CN2C,8.3,7100.0
580,CHEMBL4764737,O=C(/C(=N/O)Nc1ccc(F)c(Br)c1)C1CCCCC1,132.0,79348.0
581,CHEMBL4764848,O=C(Nc1ccc(Cl)cc1F)C(=O)N1CCCC(c2ccnc3ccc(F)cc23)CC1,8.0,5900.0
582,CHEMBL4765090,O=C1c2ccc(F)cc2C(=O)c2c1nnn2-c1ccc(F)c(Cl)c1,10.0,10.0
583,CHEMBL4776232,O=C(O)c1cc2c(Nc3ccc(F)c(Cl)c3)cc([N+](=O)[O-])cc2[nH]1,100000.0,100000.0
584,CHEMBL4776703,O=C(/C(=N/O)Nc1ccc(F)c(Br)c1)C1CCN(C(=O)Nc2ccccc2)CC1,40.0,57970.0
585,CHEMBL4777219,O=C1c2ccccc2C(=O)c2c1nnn2-c1cccc([N+](=O)[O-])c1,29.0,28.0
586,CHEMBL4777262,O=C(Nc1ccc(Cl)cc1)C(=O)N1CCC(c2ccnc3ccc(F)cc23)C(F)(F)C1,9.0,6300.0
587,CHEMBL4777678,O=C(O)c1cc2c(Nc3ccc(F)c4[nH]c(C(=O)O)cc34)ccc(F)c2[nH]1,2720.0,3480.0
588,CHEMBL4777850,O=[N+]([O-])c1ccc(N/C(Cc2ccc(Cl)c(Cl)c2)=N\O)c2nonc12,39.0,32000.0
589,CHEMBL4778719,O=[N+]([O-])c1ccc(N/C(Cc2ccc(F)c(F)c2)=N\O)c2nonc12,49.0,94000.0
590,CHEMBL4778760,C[C@@H](NC(=O)c1ccc(F)cc1)c1ccc2c(c1)CCN2C(=O)C1CCOCC1,7.0,20000.0
591,CHEMBL4779207,COc1cc(Nc2cc(NC(C)=O)cc3[nH]c(C(=O)O)cc23)ccc1F,1230.0,2490.0
592,CHEMBL4779227,O=C(Nc1ccc(Cl)cc1)C(=O)N1CC[C@H](c2ccnc3ccc(F)cc23)[C@H](O)C1,110.0,17200.0
593,CHEMBL4780026,O=C(CN1CCC2(CCc3ccccc32)CC1)Nc1ccc(Cl)cc1,670.0,42800.0
594,CHEMBL4780314,O=C1c2ccccc2C(=O)c2c1nnn2-c1ccc(Cl)cc1,23.0,15.0
595,CHEMBL4780730,O=C(NC[C@H]1CC[C@H](C(=O)/C(=N/O)Nc2ccc(F)c(Br)c2)CC1)c1ccccc1,204.0,80960.0
596,CHEMBL4781037,NS(=O)(=O)N1CCC(C(=O)/C(=N/O)Nc2ccc(F)c(Br)c2)CC1,45.0,62457.0
597,CHEMBL4781631,CC(=O)Nc1cc(Nc2ccc(OC(F)F)cc2)c2cc(C(=O)O)[nH]c2c1,3180.0,5500.0
598,CHEMBL4781703,O=C(Nc1ccc(Cl)cc1)C(=O)N1CCC2(CC1)COc1cc(C(F)F)ccc12,30.0,30000.0
599,CHEMBL4781782,O/N=C(/CC1CCCCC1)Nc1ccc(F)c(Br)c1,497.0,100000.0
600,CHEMBL4782412,O=[N+]([O-])c1ccc(N/C(=N\O)c2ccccc2Br)c2nonc12,64.0,25000.0
601,CHEMBL4782532,CC(C(=O)Nc1ccc(Cl)cc1)N1CCC2(CCc3ccccc32)CC1,39.0,39000.0
602,CHEMBL4783159,O=C1c2ccccc2C(=O)c2c1nnn2-c1ccc2[nH]ncc2c1,45.0,42.0
603,CHEMBL4783665,O=C1c2ccccc2C(=O)c2c1nnn2-c1ccc(-c2nnn[nH]2)cc1,60.0,25.0
604,CHEMBL4784061,O=C(/C(=N/O)Nc1ccc(F)c(Br)c1)c1cccs1,117.0,63091.0
605,CHEMBL4784589,CC(=O)Nc1cc(Nc2cccc3[nH]ncc23)c2cc(C(=O)O)[nH]c2c1,7520.0,6780.0
606,CHEMBL4785586,CC(=O)Nc1cc(Nc2ccc(F)c(OC(C)C)c2)c2cc(C(=O)O)[nH]c2c1,3090.0,6460.0
607,CHEMBL4785841,O=C1c2ccccc2C(=O)c2c1nnn2-c1ccc(C(F)(F)F)c(Cl)c1,30.0,25.0
608,CHEMBL4786080,CC(=O)Nc1cc(Nc2ccc(F)c(C3CC3)c2)c2cc(C(=O)O)[nH]c2c1,2950.0,5450.0
609,CHEMBL4786114,COc1ccc2c(c1)C(=O)c1nnn(-c3ccc(F)c(Cl)c3)c1C2=O,163.0,105.0
610,CHEMBL4787695,O=C1c2cc(F)ccc2C(=O)c2c1nnn2-c1ccc(F)c(Cl)c1,5.0,4.0
611,CHEMBL4788833,O=C(Nc1ccc(Cl)cn1)C(=O)N1CCC2(CC1)COc1cc(C(F)(F)F)ccc12,73.0,6400.0
612,CHEMBL4789503,NS(=O)(=O)NC[C@H]1CC[C@H](C(=O)/C(=N/O)Nc2ccc(F)c(Br)c2)CC1,198.0,58738.0
613,CHEMBL4790494,CC(=O)Nc1cc(Nc2ccc(F)c(Cl)c2)c2cc(C(=O)O)[nH]c2c1,8400.0,8480.0
614,CHEMBL4790619,CC(=O)Nc1cc(Nc2ccc(C(F)(F)F)cc2)c2cc(C(=O)O)[nH]c2c1,55500.0,23200.0
615,CHEMBL4790626,CC(=O)Nc1cc(Nc2ccc(F)c(OCC3CC3)c2)c2cc(C(=O)O)[nH]c2c1,3110.0,4090.0
616,CHEMBL4791116,COc1cc(Nc2ccc(F)c3[nH]c(C(=O)O)cc23)cc(OC)c1OC,22200.0,23300.0
617,CHEMBL4791168,COP(C)(=O)NCCCNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,12.6,2600.0
618,CHEMBL4791729,O=C1c2ccccc2C(=O)c2c1nnn2-c1ccc(Cl)c(F)c1,20.0,18.0
619,CHEMBL4792192,O=[N+]([O-])c1ccc(N/C(=N\O)c2cccc(Br)c2)c2nonc12,105.0,20000.0
620,CHEMBL4792463,O=C(Nc1ccc(C(F)(F)F)cc1)C(=O)N1CCC(c2ccnc3ccc(F)cc23)CC1,90.0,9500.0
621,CHEMBL4793007,COc1ccc(Nc2cc(NC(C)=O)cc3[nH]c(C(=O)O)cc23)nc1,4730.0,5270.0
622,CHEMBL4793303,O=C(Nc1ccc(Cl)cn1)C(=O)N1CCC(c2ccnc3ccc(F)cc23)CC1,70.0,5900.0
623,CHEMBL4793667,COc1cc(Nc2ccc(F)c3[nH]c(C(=O)O)cc23)ccc1F,54400.0,31400.0
624,CHEMBL4794331,N#Cc1ccc(NC(=O)C(=O)N2CCC(c3ccnc4ccc(F)cc34)CC2)cc1,36.0,5500.0
625,CHEMBL4795047,O=C(Nc1ccc(Cl)cc1)C(=O)N1CC[C@@H](c2ccnc3ccc(F)cc23)[C@H](O)C1,50.0,15300.0
626,CHEMBL4795305,O=[N+]([O-])c1ccc(N/C(=N\O)c2ccc(F)cc2)c2nonc12,100.0,21000.0
627,CHEMBL4797096,O=C(/C(=N/O)Nc1ccc(F)c(Br)c1)[C@H]1CC[C@H](NS(=O)(=O)Nc2ccccc2)CC1,102.0,100000.0
628,CHEMBL4797963,O=C(Nc1ccc(Cl)cc1)C(CCO)N1CCC2(CC1)COc1cc(C(F)(F)F)ccc12,86.0,9500.0
629,CHEMBL4798028,O=C1c2ccccc2C(=O)c2c1nnn2-c1cccnc1,23.0,21.0
630,CHEMBL4798525,CN1CCN(c2ccc(-n3nnc4c3C(=O)c3ccccc3C4=O)cc2)CC1,10000.0,10000.0
631,CHEMBL4799553,O=C(Nc1ccc(Cl)cc1)C(=O)N1CC[C@@H](c2ccnc3ccc(F)cc23)[C@@H](O)C1,3000.0,37000.0
632,CHEMBL4800312,O=[N+]([O-])c1ccc(N/C(Cc2ccc(Br)cc2)=N\O)c2nonc12,112.0,43000.0
633,CHEMBL5071322,O/N=C(\Nc1cccc(Br)c1)c1ccc(Cl)nc1,171.8,1251.0
634,CHEMBL5076745,O/N=C(\Nc1cccc(Br)c1)c1ccc(Cl)s1,29.8,2311.0
635,CHEMBL5081219,O/N=C(\Nc1ccc(F)c(Cl)c1)c1cnc(Cl)s1,68.3,2298.0
636,CHEMBL5083059,Cc1ccc(/C(=N/O)Nc2cccc(Br)c2)s1,73.5,5831.0
637,CHEMBL5087302,O=C(NCc1csc(/C(=N/O)Nc2cccc(Br)c2)c1)Nc1ccc(F)cc1,36.8,2395.0
638,CHEMBL5169552,c1ccc2c(-c3ccc4nonc4c3)c[nH]c2c1,100000.0,3400.0
639,CHEMBL5169632,CNC(=O)c1cccc(CNc2cc(C(F)(F)F)cc3[nH]ncc23)c1,100000.0,4870.0
640,CHEMBL5170390,O=C1NCc2c(NCc3ccccc3[N+](=O)[O-])cccc21,100000.0,100000.0
641,CHEMBL5170708,NCCn1ncc2c(NCc3ccccc3[N+](=O)[O-])cc(C(F)(F)F)cc21,100000.0,100000.0
642,CHEMBL5171548,OC1CCCC(Nc2cccc(CNc3cc(C(F)(F)F)cc4[nH]ncc34)c2)C1,100000.0,100000.0
643,CHEMBL5171773,CCN(CC)C(=O)c1coc2c1C(=O)C(=O)c1c-2ccc2c1C=CC(=O)C2(C)C,10000.0,10000.0
644,CHEMBL5172044,CC1(C)C(=O)C=Cc2c1ccc1c2C(=O)C(=O)c2c(CF)coc2-1,420.0,570.0
645,CHEMBL5172374,CC1(C)C(=O)CCc2c1ccc1c2C(=O)C(=O)c2c(CO)coc2-1,160.0,200.0
646,CHEMBL5172850,Brc1cccc(-c2nccc3c2[nH]c2ccccc23)c1,4950.0,20290.0
647,CHEMBL5174239,FC(F)(F)c1cccc(CNc2cc(C(F)(F)F)cc3[nH]ncc23)c1,100000.0,12200.0
